City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
92,Cabo San Lucas,MX,2021-04-13 04:39:35,22.8909,-109.9124,73.99,35,0,1.01
93,Ilulissat,GL,2021-04-13 04:39:35,69.2167,-51.1,32.0,93,90,10.36
94,Torbay,CA,2021-04-13 04:39:36,47.6666,-52.7314,37.4,100,90,28.77
95,Cidreira,BR,2021-04-13 04:39:36,-30.1811,-50.2056,67.21,74,20,3.89
96,Iberia,US,2021-04-13 04:39:36,29.9502,-91.7507,68.0,88,1,8.05
97,Walvis Bay,NA,2021-04-13 04:39:37,-22.9575,14.5053,80.6,24,0,18.41
98,Viedma,AR,2021-04-13 04:36:05,-40.8135,-62.9967,64.27,50,1,7.11
99,Marienburg,PL,2021-04-13 04:39:37,54.0359,19.0266,39.0,83,100,4.92
100,Uyemskiy,RU,2021-04-13 04:39:37,64.4743,40.8524,48.2,53,20,4.47
101,Castro,BR,2021-04-13 04:39:38,-24.7911,-50.0119,62.01,98,89,7.83
102,San Vicente,AR,2021-04-13 04:39:38,-26.6167,-54.1333,55.85,76,0,3.18
103,Vao,NC,2021-04-13 04:39:38,-22.6667,167.4833,73.9,91,100,4.47
104,Keflavik,IS,2021-04-13 04:39:39,64.0049,-22.5624,39.2,93,75,9.22
105,Crevalcore,IT,2021-04-13 04:39:39,44.7206,11.1498,46.99,100,75,6.91
106,Axim,GH,2021-04-13 04:39:39,4.8699,-2.2405,80.33,85,100,7.16
107,Motygino,RU,2021-04-13 04:39:40,58.1831,94.7592,38.32,65,76,11.3
108,Port Hardy,CA,2021-04-13 04:30:23,50.6996,-127.4199,44.6,87,20,3.44
109,Imatra,FI,2021-04-13 04:35:03,61.1719,28.7524,42.8,65,0,4.61
110,Kampong Chhnang,KH,2021-04-13 04:39:40,12.1667,104.55,86.14,63,100,3.65
111,Antonina,BR,2021-04-13 04:39:40,-25.4286,-48.7119,60.8,88,75,9.22
112,Pangnirtung,CA,2021-04-13 04:39:41,66.1451,-65.7125,25.92,96,100,6.35
113,Kutum,SD,2021-04-13 04:39:41,14.2,24.6667,62.28,9,44,6.49
114,Kulhudhuffushi,MV,2021-04-13 04:39:41,6.6221,73.07,83.23,68,95,3.62
115,Queenstown,ZA,2021-04-13 04:39:41,-31.8976,26.8753,61.43,65,79,2.04
116,Ponta Do Sol,PT,2021-04-13 04:39:42,32.6667,-17.1,64.0,80,96,1.99
117,Sayaxche,GT,2021-04-13 04:39:42,16.5167,-90.1667,78.24,73,78,5.03
118,Coihaique,CL,2021-04-13 04:29:54,-45.5752,-72.0662,46.71,97,17,7.85
119,Goundam,ML,2021-04-13 04:39:42,16.4145,-3.6708,81.57,9,0,8.25
120,Ust-Nera,RU,2021-04-13 04:39:43,64.5667,143.2,10.45,73,43,3.85
121,Chokurdakh,RU,2021-04-13 04:39:43,70.6333,147.9167,9.07,86,34,9.53
122,Vaini,TO,2021-04-13 04:39:43,-21.2,-175.2,80.6,74,20,9.22
123,Margate,GB,2021-04-13 04:39:44,51.3813,1.3862,41.0,80,0,6.93
124,Sao Filipe,CV,2021-04-13 04:39:44,14.8961,-24.4956,76.55,62,72,7.61
125,Santa Rosa,PH,2021-04-13 04:39:44,14.3122,121.1114,88.0,70,75,8.05
126,Brighton,GB,2021-04-13 04:39:44,50.8284,-0.1395,34.0,88,2,1.01
127,Ostrovnoy,RU,2021-04-13 04:39:45,68.0531,39.5131,32.47,92,100,4.27
128,Lasa,IT,2021-04-13 04:39:45,46.6166,10.7002,33.01,63,75,9.22
129,Mataura,NZ,2021-04-13 04:39:45,-46.1927,168.8643,55.99,95,100,1.01
130,Sharjah,AE,2021-04-13 04:38:14,25.3573,55.4033,86.0,28,0,5.75
131,Balaipungut,ID,2021-04-13 04:38:06,1.05,101.2833,90.14,58,22,2.93
132,Bambous Virieux,MU,2021-04-13 04:39:46,-20.3428,57.7575,81.0,88,40,9.75
133,Sterling,US,2021-04-13 04:39:46,39.0062,-77.4286,50.0,93,75,5.75
134,Narsaq,GL,2021-04-13 04:39:47,60.9167,-46.05,33.8,60,5,3.44
135,Krasnoselkup,RU,2021-04-13 04:35:11,65.7,82.4667,29.35,92,100,22.41
136,Palana,RU,2021-04-13 04:39:47,59.1167,159.9667,13.82,69,50,8.48
137,Saint-Philippe,RE,2021-04-13 04:39:47,-21.3585,55.7679,80.6,69,75,19.57
138,Linxia,CN,2021-04-13 04:39:47,35.6003,103.2064,46.18,67,100,6.26
139,Hermanus,ZA,2021-04-13 04:39:48,-34.4187,19.2345,62.01,90,4,3.0
140,Esfarayen,IR,2021-04-13 04:39:48,37.0765,57.5101,57.2,58,89,2.3
141,Fredericton,CA,2021-04-13 04:39:48,45.9454,-66.6656,46.4,66,90,17.27
142,Hamilton,US,2021-04-13 04:35:52,39.1834,-84.5333,52.0,87,1,4.61
143,Pedernales,DO,2021-04-13 04:39:49,18.0384,-71.744,76.95,72,72,2.21
144,Kimbe,PG,2021-04-13 04:39:49,-5.5502,150.1429,80.47,72,100,6.08
145,Lokoja,NG,2021-04-13 04:39:49,7.8024,6.743,76.46,70,78,2.86
146,Sattahip,TH,2021-04-13 04:39:50,12.6664,100.9007,93.0,84,40,2.3
147,Lovozero,RU,2021-04-13 04:39:50,68.005,35.0117,30.56,97,100,5.44
148,Westport,US,2021-04-13 04:39:50,41.1415,-73.3579,46.0,100,100,8.34
149,Pringsewu,ID,2021-04-13 04:39:50,-5.3582,104.9744,89.89,53,70,1.97
150,Nanortalik,GL,2021-04-13 04:39:51,60.1432,-45.2371,34.39,79,5,5.77
151,Puerto Del Rosario,ES,2021-04-13 04:39:51,28.5004,-13.8627,64.4,77,0,8.05
152,Provideniya,RU,2021-04-13 04:39:51,64.3833,-173.3,18.84,93,100,14.38
153,Polohy,UA,2021-04-13 04:39:52,47.4844,36.2536,47.34,81,100,4.34
154,Carutapera,BR,2021-04-13 04:39:52,-1.195,-46.02,75.51,94,100,5.26
155,Carnarvon,AU,2021-04-13 04:39:52,-24.8667,113.6333,75.99,50,15,21.56
156,Tieling,CN,2021-04-13 04:39:53,42.2931,123.8414,52.0,46,1,14.25
157,Shenjiamen,CN,2021-04-13 04:39:53,29.9576,122.298,57.54,86,100,11.7
158,Butaritari,KI,2021-04-13 04:39:53,3.0707,172.7902,81.95,76,81,9.66
159,Ibotirama,BR,2021-04-13 04:39:53,-12.1853,-43.2206,75.54,56,99,0.65
160,Chuy,UY,2021-04-13 04:39:54,-33.6971,-53.4616,56.95,78,0,4.21
161,Lata,PT,2021-04-13 04:39:54,40.1629,-8.3327,59.0,89,100,2.3
162,Chatham,GB,2021-04-13 04:39:54,51.3789,0.5279,32.0,92,0,3.0
163,Yining,CN,2021-04-13 04:30:20,29.0361,114.5636,67.15,76,82,2.64
164,Jamestown,US,2021-04-13 04:37:20,42.097,-79.2353,45.0,93,1,6.91
165,Marsh Harbour,BS,2021-04-13 04:39:55,26.5412,-77.0636,73.72,58,0,16.17
166,Hobart,AU,2021-04-13 04:39:09,-42.8794,147.3294,62.6,55,75,14.97
167,Price,US,2021-04-13 04:39:55,39.5994,-110.8107,48.2,21,1,9.22
168,Uvalde,US,2021-04-13 04:39:56,29.3669,-99.767,75.2,69,1,9.22
169,Christchurch,NZ,2021-04-13 04:25:36,-43.5333,172.6333,64.4,42,100,6.91
170,Zyryanka,RU,2021-04-13 04:39:56,65.75,150.85,10.83,72,13,8.08
171,Fortuna,US,2021-04-13 04:30:28,40.5982,-124.1573,46.4,71,1,1.14
172,Padang,ID,2021-04-13 04:39:57,-0.9492,100.3543,85.3,68,47,5.93
173,Sistranda,NO,2021-04-13 04:39:57,63.7256,8.834,33.8,86,75,3.44
174,Clyde River,CA,2021-04-13 04:39:57,70.4692,-68.5914,10.4,92,90,29.93
175,Mocuba,MZ,2021-04-13 04:39:57,-16.8392,36.9856,73.35,90,98,2.59
176,Chifeng,CN,2021-04-13 04:39:58,42.2683,118.9636,46.78,12,7,13.78
177,Gat,IL,2021-04-13 04:39:58,31.61,34.7642,54.0,88,0,1.01
178,Salinopolis,BR,2021-04-13 04:38:37,-0.6136,-47.3561,78.24,87,100,8.79
179,Severo-Kurilsk,RU,2021-04-13 04:39:58,50.6789,156.125,38.28,87,55,9.62
180,New Norfolk,AU,2021-04-13 04:39:59,-42.7826,147.0587,62.01,47,100,1.01
181,Narva-Joesuu,EE,2021-04-13 04:39:59,59.4589,28.0408,40.44,93,100,5.44
182,Faanui,PF,2021-04-13 04:30:16,-16.4833,-151.75,81.73,71,100,8.46
183,Truro,GB,2021-04-13 04:37:02,50.2653,-5.0544,39.2,93,8,5.75
184,Saskylakh,RU,2021-04-13 04:40:00,71.9167,114.0833,27.91,90,98,15.82
185,Husavik,IS,2021-04-13 04:40:00,66.0449,-17.3389,37.4,75,20,4.61
186,Nisia Floresta,BR,2021-04-13 04:40:00,-6.0911,-35.2086,77.0,94,20,4.61
187,Toora-Khem,RU,2021-04-13 04:40:00,52.4675,96.11,42.22,86,100,2.42
188,Byron Bay,AU,2021-04-13 04:40:01,-28.65,153.6167,72.0,56,1,10.36
189,Rotifunk,SL,2021-04-13 04:40:01,8.2333,-12.6833,74.05,84,92,1.99
190,Hiroshima,JP,2021-04-13 04:38:33,34.3963,132.4594,60.8,88,90,8.05
191,Saint Anthony,US,2021-04-13 04:30:06,45.0205,-93.218,39.99,75,90,19.57
192,Pimentel,PE,2021-04-13 04:40:02,-6.8367,-79.9342,66.0,86,74,5.01
193,Gao,ML,2021-04-13 04:40:02,16.6362,1.637,84.22,7,0,9.84
194,Lipin Bor,RU,2021-04-13 04:40:02,60.2622,37.9763,42.46,95,100,8.75
195,Urumqi,CN,2021-04-13 04:40:03,43.801,87.6005,62.6,17,0,8.95
196,Cairns,AU,2021-04-13 04:38:42,-16.9167,145.7667,88.0,61,90,10.36
197,Albany,US,2021-04-13 04:35:22,42.6001,-73.9662,45.0,72,100,2.39
198,Kununurra,AU,2021-04-13 04:40:03,-15.7667,128.7333,95.0,29,95,4.61
199,Te Anau,NZ,2021-04-13 04:40:03,-45.4167,167.7167,52.2,83,100,1.07
200,Huarmey,PE,2021-04-13 04:40:04,-10.0681,-78.1522,68.99,85,97,7.76
201,Sola,VU,2021-04-13 04:40:04,-13.8833,167.55,83.34,69,91,12.75
202,Ribeira Grande,PT,2021-04-13 04:40:04,38.5167,-28.7,61.45,88,100,20.83
203,Portland,US,2021-04-13 04:37:57,45.5234,-122.6762,55.99,35,3,8.79
204,Kruisfontein,ZA,2021-04-13 04:40:05,-34.0033,24.7314,62.01,97,68,1.34
205,Solnechnyy,RU,2021-04-13 04:40:05,50.7214,136.6319,23.94,88,100,11.41
206,Oswego,US,2021-04-13 04:40:05,43.4501,-76.1497,46.99,93,90,3.44
207,Amazar,RU,2021-04-13 04:40:06,53.858,120.875,30.07,29,78,8.93
208,Alenquer,BR,2021-04-13 04:40:06,-1.9417,-54.7383,77.0,94,20,3.04
209,Klaksvik,FO,2021-04-13 04:40:06,62.2266,-6.589,37.4,70,75,2.3
210,Kodiak,US,2021-04-13 04:40:07,57.79,-152.4072,39.2,70,75,6.91
211,Iqaluit,CA,2021-04-13 04:40:07,63.7506,-68.5145,28.4,93,90,23.02
212,Labuhan,ID,2021-04-13 04:40:07,-6.8844,112.2051,86.22,65,6,3.04
213,Hambantota,LK,2021-04-13 04:40:07,6.1241,81.1185,86.0,74,20,2.3
214,Vanavara,RU,2021-04-13 04:40:08,60.34,102.2797,35.01,68,87,13.67
215,Isugod,PH,2021-04-13 04:40:08,9.3408,118.1196,85.53,66,43,5.44
216,Vardo,NO,2021-04-13 04:40:08,70.3705,31.1107,24.8,68,0,11.5
217,Airai,TL,2021-04-13 04:40:09,-8.9266,125.4092,73.06,59,52,2.77
218,Sur,OM,2021-04-13 04:40:09,22.5667,59.5289,86.23,50,0,6.08
219,Puerto Ayora,EC,2021-04-13 04:40:09,-0.7393,-90.3518,75.0,97,100,4.25
220,Cambuquira,BR,2021-04-13 04:40:10,-21.8522,-45.2958,66.0,84,1,3.06
221,Sao Fidelis,BR,2021-04-13 04:40:10,-21.6461,-41.7469,67.14,80,0,3.31
222,Port-Gentil,GA,2021-04-13 04:30:29,-0.7193,8.7815,81.23,82,100,7.29
223,Pacific Grove,US,2021-04-13 04:38:36,36.6177,-121.9166,51.8,82,90,5.75
224,Morehead,US,2021-04-13 04:40:10,37.2711,-87.1764,57.0,67,1,6.24
225,Kabompo,ZM,2021-04-13 04:40:11,-13.5927,24.2008,59.7,94,29,4.61
226,Pitea,SE,2021-04-13 04:40:11,65.3172,21.4794,30.2,100,90,11.5
227,Andenes,NO,2021-04-13 04:40:11,69.3143,16.1194,30.99,93,75,10.36
228,Vangaindrano,MG,2021-04-13 04:40:11,-23.35,47.6,74.8,87,78,3.44
229,Poso,ID,2021-04-13 04:40:12,-1.3959,120.7524,87.15,61,62,5.21
230,Rosetown,CA,2021-04-13 04:40:12,51.5501,-108.0014,30.2,47,100,8.05
231,Hami,CN,2021-04-13 04:40:12,42.8,93.45,57.87,15,0,3.38
232,Norrtalje,SE,2021-04-13 04:40:13,59.758,18.705,37.0,80,97,7.0
233,Port Blair,IN,2021-04-13 04:40:13,11.6667,92.75,86.61,65,54,10.04
234,Sangar,RU,2021-04-13 04:40:13,63.9242,127.4739,19.13,83,92,3.22
235,Ancud,CL,2021-04-13 04:40:14,-41.8697,-73.8203,60.01,100,90,6.91
236,Bontang,ID,2021-04-13 04:40:05,0.1333,117.5,79.63,77,100,8.32
237,Coquimbo,CL,2021-04-13 04:40:14,-29.9533,-71.3436,61.83,83,0,1.21
238,Los Llanos De Aridane,ES,2021-04-13 04:40:14,28.6585,-17.9182,68.0,73,0,3.44
239,Grindavik,IS,2021-04-13 04:40:15,63.8424,-22.4338,39.2,93,75,9.22
240,Richards Bay,ZA,2021-04-13 04:40:15,-28.783,32.0377,70.45,92,16,4.23
241,Dongsheng,CN,2021-04-13 04:40:15,39.8161,109.9776,40.17,11,15,16.82
242,Crib Point,AU,2021-04-13 04:40:15,-38.35,145.2,64.99,60,100,18.86
243,Dryden,CA,2021-04-13 04:40:16,49.7833,-92.7503,33.8,93,90,13.8
244,Nantucket,US,2021-04-13 04:37:55,41.2835,-70.0995,42.01,87,1,8.05
245,Dikson,RU,2021-04-13 04:40:16,73.5069,80.5464,26.87,95,100,21.32
246,Hualmay,PE,2021-04-13 04:40:16,-11.0964,-77.6139,67.75,86,100,7.85
247,Dwarka,IN,2021-04-13 04:40:17,22.2394,68.9678,83.89,53,0,16.24
248,Preobrazheniye,RU,2021-04-13 04:40:17,42.9019,133.9064,45.77,63,83,13.6
249,Shwebo,MM,2021-04-13 04:40:17,22.5667,95.7,100.2,26,24,6.24
250,Chernyshevskiy,RU,2021-04-13 04:40:18,63.0128,112.4714,29.91,93,100,10.85
251,Pierreville,CA,2021-04-13 04:40:18,46.0703,-72.8112,48.2,71,100,19.57
252,Korla,CN,2021-04-13 04:30:26,41.7597,86.1469,58.23,21,9,2.98
253,Hasaki,JP,2021-04-13 04:39:12,35.7333,140.8333,66.0,63,75,14.97
254,Lempaala,FI,2021-04-13 04:40:18,61.3167,23.75,37.0,87,0,3.44
255,Lorengau,PG,2021-04-13 04:40:19,-2.0226,147.2712,75.58,91,100,3.13
256,Georgetown,MY,2021-04-13 04:40:19,5.4112,100.3354,87.8,70,20,10.36
257,Kudahuvadhoo,MV,2021-04-13 04:40:19,2.6708,72.8944,82.65,69,57,4.65
258,Cap Malheureux,MU,2021-04-13 04:40:19,-19.9842,57.6142,81.0,77,100,4.0
259,Shimoda,JP,2021-04-13 04:40:20,34.6667,138.95,64.4,72,75,11.5
260,Newport,GB,2021-04-13 04:40:20,51.5877,-2.9984,34.0,91,6,2.84
261,El Tigre,VE,2021-04-13 04:40:20,8.8875,-64.2454,78.1,76,72,8.48
262,Kovrov,RU,2021-04-13 04:35:21,56.3572,41.3192,50.59,78,94,7.72
263,Kahului,US,2021-04-13 04:40:21,20.8947,-156.47,73.4,68,40,13.8
264,Ararat,AM,2021-04-13 04:40:21,39.8317,44.7049,48.2,76,20,4.61
265,Juneau,US,2021-04-13 04:36:17,58.3019,-134.4197,35.6,87,90,14.97
266,Tateyama,JP,2021-04-13 04:37:01,34.9833,139.8667,66.2,59,75,23.02
267,San Cristobal,VE,2021-04-13 04:40:22,7.7669,-72.225,65.52,89,100,4.0
268,Plouzane,FR,2021-04-13 04:40:22,48.3833,-4.6167,39.2,93,0,3.44
269,Leiyang,CN,2021-04-13 04:40:21,26.4024,112.8591,65.5,82,99,6.13
270,Fort-Shevchenko,KZ,2021-04-13 04:40:22,44.5086,50.263,62.98,28,52,15.37
271,Abulug,PH,2021-04-13 04:40:23,18.4453,121.4533,83.57,71,81,13.11
272,Paso De Carrasco,UY,2021-04-13 04:40:23,-34.8603,-56.0522,57.2,72,0,3.44
273,San Andres,CO,2021-04-13 04:40:04,12.5847,-81.7006,82.4,83,20,10.36
274,Champoton,MX,2021-04-13 04:40:23,19.35,-90.7167,82.4,74,1,6.17
275,Ternate,ID,2021-04-13 04:40:24,0.8,127.4,84.34,69,65,8.05
276,Mahebourg,MU,2021-04-13 04:40:24,-20.4081,57.7,77.0,88,40,9.91
277,Meadow Lake,US,2021-04-13 04:40:24,34.8014,-106.5436,66.0,19,75,26.46
278,Sosnovo-Ozerskoye,RU,2021-04-13 04:40:24,52.5249,111.5418,38.19,29,4,13.82
279,Port Hedland,AU,2021-04-13 04:40:25,-20.3167,118.5667,91.4,62,40,12.66
280,Sorland,NO,2021-04-13 04:40:25,67.667,12.6934,28.4,93,75,3.44
281,Yaan,NG,2021-04-13 04:40:25,7.3833,8.5667,79.27,67,73,8.03
282,Gazli,UZ,2021-04-13 04:30:28,40.1333,63.45,65.3,22,17,4.68
283,Jackson,US,2021-04-13 04:37:55,42.4165,-122.8345,59.0,31,1,5.75
284,Henties Bay,NA,2021-04-13 04:40:26,-22.116,14.2845,80.53,31,0,18.81
285,Mayo,US,2021-04-13 04:40:26,38.8876,-76.5119,51.01,89,100,5.84
286,Xingtai,CN,2021-04-13 04:38:24,37.0631,114.4942,59.43,25,27,3.51
287,Ngunguru,NZ,2021-04-13 04:40:26,-35.6167,174.5,72.0,62,28,5.99
288,Mackay,AU,2021-04-13 04:40:27,-21.15,149.2,80.6,69,40,19.57
289,Maputo,MZ,2021-04-13 04:37:17,-25.9653,32.5892,73.99,88,75,5.75
290,Guerrero Negro,MX,2021-04-13 04:40:27,27.9769,-114.0611,58.28,80,0,14.2
291,Kirkuk,IQ,2021-04-13 04:37:10,35.4681,44.3922,64.87,24,2,8.81
292,Revelstoke,CA,2021-04-13 04:40:28,50.9832,-118.2023,41.0,48,1,12.66
293,Jensen Beach,US,2021-04-13 04:40:28,27.2545,-80.2298,70.0,88,1,6.67
294,Harwich,GB,2021-04-13 04:40:28,51.9419,1.2844,36.0,79,0,1.99
295,Camapua,BR,2021-04-13 04:40:29,-19.5314,-54.0439,71.89,77,5,4.12
